"",,,,,
Theft II,13-0343,03-09-13/1400,03-09-13/1230,Sports Zone Active
Destruction Of Property,13-0344,03-09-13/1600,03-09-13/1530,Howard Center Active
Miscellaneous,13-0345,03-10-13/1237,03-10-13/1237,A-2 Garage Inactive
No Reports,,03-11-13/,03-11-13/,
Injured Person,13-0347,03-12-13/0840,03-12-13/0840,Burr Lot Inactive
Theft From Auto,13-0348,03-12-13/1338,03-12-13/1250,Columbia Rd. NW Inactive
Domestic Violence,13-0349,03-12-13/1500,03-12-13/1453,Howard Plaza West Active
Damaged Property,13-0350,03-13-13/2157,03-13-13/1515,Slowe Hall Active
Damaged Property,13-0351,03-13-13/0215,03-13-13/0147,HU Service Center Active
Damaged Property,13-0352,03-13-13/1256,03-13-13/0853,Howard Center Inactive
Sick Person,13-0353,03-13-13/1300,03-13-13/1140,Student Health Center Inactive
Damaged Property,13-0354,03-14-13/1300,03-14-13/1200,Main Yard Inactive
Fire Alarm Activation,13-0355,03-14-13/1335,03-14-13/1300,Blackburn Center Inactive
Damaged Property,13-0356,03-15-13/0805,03-15-13/0805,HU Service Center Active
Hazardous Water,13-0357,03-15-13/1749,03-15-13/1629,Burr Gym Inactive
Destruction of Property,13-0358,03-15-13/1815,03-15-13/1733,5th & W Street NW Active
Theft II,13-0359,03-16-13/0814,03-16-13/0118,McDonald's Active
Fire Alarm Activation 13-0360,,03-16-13/1105,03-16-13/1105,Cook Hall Inactive
Fire Alarm Activation 13-0361,,03-16-13/1305,03-16-13/1300,Slowe Hall Inactive
Destruction of Property 13-0362,,03-17-13/0927,03-17-13/0927,Drew Lot Active
Theft From Auto 13-0363,,03-17-13/1730,03-17-13/1644,500 Block Gresham Pl. Active
Theft From Auto 13-0364,,03-18-13/,03-18-13/,Burr Lot Active
Miscellaneous 13-0365,,03-18-13/1540,03-18-13/1330,Engineering Inactive
Damaged Property 13-0366,,03-18-13/1530,03-18-13/0724,HU Service Center Gar Active
Sick Transport 13-0367,,03-19-13/0941,03-19-13/0941,Student Health Center Inactive
Sick Person 13-0368,,03-19-13/1145,03-19-13/1100,Blackburn Center Inactive
False Fire Alarm 13-0369,,03-19-13/1420,03-19-13/1410,Meridian Hill Inactive
Student Miscondut13-0370,,03-19-13/1945,03-19-13/1855,Howard Plaza West Active
ADW/Stick 13-0371,,03-19-13/2210,03-19-13/1723,8t & Barry Pl. NW Active
Injured Person 13-0378,,03-19-13/2325,03-19-13/2247,Slowe Hall Inactive
Sick Transport 13-0372,,03-20-13/0145,03-20-13/0048,Quadrangle Inactive
Sick Transport 13-0373,,03-20-13/1155,03-20-13/1140,Meridian Hill Inactive
Sick Transport 13-0374,,03-20-13/1236,03-20-13/1231,Student Health Center Inactive
Lost Property 13-0375,,03-20-13/1340,03-17-13/2300,"Gwynn Oak, MD Inactive"
Sick Person 13-0376,,03-20-13/2013,03-20-13/2000,Baldwin Hall Inactive
Theft II 13-0377,,03-20-13/2347,03-20-13/2100,Blackburn Center Active
Found Property 13-0379,,03-21-13/0950,03-21-13/0925,Blackburn Inactive
Sick Transport 13-0380,,03-21-13/1400,03-21-13/1225,Howard Plaza East Inactive
Miscellaneous 13-0381,,03-22-13/0950,03-22-13/0920,500 Blk of W St Inactive
Sick Person 13-0382,,03-22-13/0930,03-22-13/0930,Meridian Hill Inactive
Sick Transport 13-0383,,03-22-13/1230,03-22-13/0003,Bethune Annex Inactive
Poss. With intent 13-0384,,03-22-13/1100,03-22-13/1100,Meridian Hill Active
Possession 13-0385,,03-22-13/0800,03-22-13/0800,Drew Hall Active
Damaged Property 13-0386,,03-22-13/1530,03-22-13/1525,Howard Center Inactive
Poss. Of Marijuana 13-0387,,03-22-13/1930,03-22-13/1850,Founders (rear) Active
Unlawful Entry 13-0388,,03-22-13/2000,03-22-13/1836,Quadrangle Hall Active
Lost Property 13-0389,,03-22-13/2048,03-22-13/2013,Blackburn Ctr. Inactive
Sick Person 13-0390,,03-22-13/2019,03-22-13/2019,Meridian Hill Inactive
Auto Accident 13-0391,,03-23-13/0800,03-23-13/0800,Ga. Ave & Bryant Active
Injured Person 13-0392,,03-23-13/1700,03-23-13/1700,Meridian Hill Inactive
Sick Person 13-0393,,03-23-13/1800,03-23-13/1755,Cramton Aud. Inactive
Destruction of Property,13-0394,03-24-13/0336,03-24-13/0310,Plaza Towers,Active
Fire Alarm Activation,13-0395,03-24-13/0330,03-24-13/0329,Slowe Hall,Inactive
Hazardous Water,13-0396,03-24-13/0800,03-24-13/0800,West Campus,Inactive
Damaged Property,13-0397,03-24-13/1900,03-24-13/1445,Burr Gymnasium,Inactive
Student Misconduct,13-0398,03-24-13/1930,03-24-13/1810,Bethune Annex,Inactive
Damaged Property,13-0399,03-25-13/1130,03-25-13/1015,Johnson Lot,Inactive
Auto Accident,13-0400,03-25-13/1130,03-25-13/1130,Ga & Bryant,Active
Miscellaneous,13-0401,03-25-13/1325,03-25-13/1325,Plaza Towers,Inactive
Lost Property,13-0402,03-25-13/1421,03-25-13/0900,Unknown,Inactive
Sick Transport,13-0403,03-25-13/1531,03-25-13/1508,Student Health,Inactive
Theft from Auto,13-0404,03-25-13/2013,03-25-13/1900,South Bannker Lot,Active
Student Misconduct,13-0405,03-25-13/2300,03-25-13/2150,Plaza Towers,Inactive
Sick Transport,13-0406,03-26-13/0800,03-26-13/0800,Plaza Towers,Inactive
Hazardous Water,13-0407,03-26-13/1200,03-26-13/1210,School of Business,Inactive
False Fire Alarm,13-0408,03-26-13/1310,03-26-13/1241,Douglass Hall,Inactive
Sick Transport,13-0409,03-26-13/1350,03-26-13/1350,Student Health,Inactive
Sick Transport,13-0410,03-26-13/2030,03-26-13/1630,Student Health,Inactive
Sick Person,13-0411,03-26-13/2225,03-26-13/2225,Meridian Hill,Inactive
Student Misconduct,13-0412,03-27-13/1318,03-27-13/1215,601 Fairmont NW,Inactive
Identity Theft,13-0413,03-27-13/0800,03-27-13/0800,Mississippi,Inactive
Damaged Property,13-0414,03-27-13/1610,03-27-13/1000,Howard Center,Inactive
Miscellaneous,13-0415,03-27-13/1831,03-27-13/1700,Social Work,Inactive
Student Misconduct,13-0416,03-27-13/1900,03-27-13/1751,Drew Hall,Inactive
Found Property,13-0417,03-27-13/2340,03-27-13/2230,Burr Gymnasium,Inactive
Theft II,13-0418,03-27-13/1250,03-05-13/0800,Blackburn Center,Active
Unlawful Entry,13-0419,03-28-13/2134,03-28-13/2057,Founder Library,Active
Unlawful Entry,13-0420,03-28-13/0224,03-28-13/0101,Plaza Towers,Active
Simple Assault,13-0421,03-29-13/0530,03-29-13/0101,Plaza Towers,Active
Destruction of Property,13-0422,03-29-13/1139,03-29-13/1130,Meridian Hill,Active
Destruction of Property,13-0423,03-29-13/0800,03-29-13/0800,Beltsville MD,Active
Lost Property,13-0424,03-29-13/0800,03-29-13/0800,Cook Hall,Inactive
Miscellaneous,13-0425,03-29-13/2000,03-29-13/1920,Blackburn Center,Inactive
Aggravated Assault,13-0426,03-29-13/2300,03-29-13/2125,Blackburn Center,Inactive
Lost Property,13-0427,03-30-13/0800,03-30-13/0800,Main Yard,Inactive
Unlawful Entry,13-0428,03-30-13/0800,03-30-13/0800,Mudd Bldg. Active
Miscellaneous,13-0429,03-31-13/1509,03-31-13/0030,447 Lamont St Inactive
Sick Person,13-0430,03-31-13/1210,03-31-13/1150,Meridian Hill Inactive
Fire Alarm Activation,13-0431,03-31-13/2315,03-31-13/2300,Meridian Hill Inactive
Hazardous Elevator,13-0432,04-01-13/0735,04-01-13/0720,Plaza Towers Inactive
Sick Student,13-0433,04-01-13/0930,04-01-13/0900,Student Health Inactive
Sick Person,13-0434,04-01-13/1050,04-01-13/0955,Douglass Hall Inactive
T heft II,13-0435,04-01-13/0800,04-01-13/0800,Blackburn Center Active
Miscellaneous,13-0436,04-01-13/2329,04-01-13/2310,Service Center Inactive
Domestic Violence,13-0437,04-01-13/1145,04-01-13/1115,Drew Hall Active
False Fire Alarm,13-0438,04-02-13/1012,04-02-13/1012,Cook Hall Inactive
Injured Person,13-0439,04-02-13/1050,04-02-13/1010,Rankin Chapel Inactive
Sick Transport,13-0440,04-02-13/1150,04-02-13/1121,Student Health Inactive
Sick Transport,13-0441,04-02-13/0800,04-02-13/0800,Student Health Inactive
Student Misconduct,13-0442,04-02-13/1041,04-02-13/0817,Stokes Library Active
Found Property,13-0443,04-02-13/2147,04-02-13/2150,2400 block of 4th Active
Hazardous elevator,13-0444,04-03-13/1215,04-03-13/1150,ETS Building Inactive
Lost Property,13-0445,04-03-13/1135,04-03-13/1845,Metro (Bus) Inactive
Theft II,13-0446,04-03-13/1400,03-18-13/0800,Main Yard Active
Theft II,13-0447,04-03-13/0800,04-03-13/0800,Banneker Court Active
Student Misconduct,13-0448,04-03-13/1630,04-03-13/1620,Engineering Building Active
Sick Transport,13-0449,04-03-13/2000,04-03-13/1847,C.B. Powell Building Inactive
Sick Transport,13-0450,04-04-13/1226,04-04-13/1200,Student Health Inactive
Check Fraud,13-0451,04-04-13/0800,04-04-13/0800,1803 2nd St. NW Active
Simple Assault,13-0452,04-04-13/0330,04-04-13/0035,2326 1 St NW Active
False Fire Alarm,13-0453,04-04-13/0835,04-04-13/0600,Howard Center Inactive
Sick Transport,13-0454,04-05-13/1212,04-05-13/1210,Student Health Center Inactive
Miscellaneous,13-0455,04-05-13/1130,04-05-13/1025,Drew Hall Inactive
Sick Transport,13-0456,04-05-13/1435,04-05-13/1415,Student Health Center Inactive
Injured Person,13-0457,04-05-13/1510,04-05-13/1417,Mainyard Inactive
Sick Transport,13-0458,04-05-13/1900,04-05-13/1650,Slowe Hall Inactive
Student Misconduct,13-0459,04-05-13/2120,04-05-13/2045,Blackburn Center Inactive
Damaged Property,13-0460,04-06-13/0800,04-06-13/0800,Childers Lot Inactive
Simple Assault,13-0461,04-06-13/0430,04-06-13/0145,Quadrangle Hall Active
Theft II,13-0462,04-06-13/1140,04-06-13/1345,Mainyard Active
Auto Accident,13-0463,04-06-13/1200,04-06-13/1200,2300 blk Ga. Ave Active
Theft II,13-0464,04-06-13/1732,04-06-13/1600,Greene Stadium Active
Alarm Activation,13-0465,04-06-13/1727,04-06-13/1720,Pharmacy Bldg. Inactive
Student Misconduct,13-0466,04-07-13/0718,04-06-13/0715,Meridian Hill Active
Theft from Auto,13-0467,04-08-13/0800,04-08-13/0800,Mudd Bldg. Active
Sick Person,13-0468,04-08-13/0800,04-08-13/0800,Carver Hall Inactive
Sick Transport,13-0469,04-08-13/0800,04-08-13/0800,Student Health Inactive
Sick Person,13-0470,04-08-13/2113,04-08-13/2040,Courtyard Inactive
Hazardous Elevator,13-0471,04-08-13/2305,04-08-13/2010,Plaza Towers Inactive
Fire Alarm Activation,13-0472,04-08-13/2300,04-08-13/2211,Quadrangle Hall Inactive
Sick Transport,13-0473,04-09-13/0930,04-09-13/0915,Student Health Center Inactive
Fire,13-0474,04-09-13/1030,04-09-13/1030,Dental Sch.(alley) Inactive
Auto Accident,13-0475,04-09-13/0935,04-09-13/0935,Girard St NW Active
Miscellaneous,13-0476,04-09-13/1800,04-09-13/1725,Meridian Hill Inactive
Theft II,13-0477,04-09-13/1945,04-09-13/1800,Blackburn Center Active
Hazardous,13-0478,04-10-13/1138,04-10-13/1201,Fine Arts Bldg. Inactive
Fire Alarm,13-0479,04-10-13/1125,04-10-13/1115,Cook Hall Inactive
Threats to do Harm,13-0480,04-10-13/1250,04-10-13/1135,C.B. Powell Active
Theft from Auto,13-0481,04-10-13/1410,04-10-13/1349,Adam Bldg. rear Active
Lost Property,13-0482,04-10-13/0800,04-10-13/0800,Unknown Inactive
Injured Person,13-0483,04-10-13/1755,04-10-13/1515,Founders Lot Active
Theft from Auto,13-0484,04-10-13/1045,04-10-13/0930,600 Block Girard St. Active
Theft II,13-0485,04-11-13/0800,04-11-13/0800,Fine Art building Active
Sick Transport,13-0486,04-11-13/1245,04-11-13/1235,Student Healh Center Inactive
Student Misconduct,13-0487,04-11-13/1400,04-11-13/1306,C.B. Powell building Inactive
Injured Person,13-0488,04-11-13/0800,04-11-13/0800,Plaza Towers Inactive
Student Misconduct,13-0489,04-11-13/1747,04-11-13/1636,Wonder Plaza Inactive
Hazard Water Leak,13-0490,04-11-13/2025,04-11-13/1951,Architecture Planning Inactive
Lost Property,13-0491,04-11-13/2155,04-11-13/2120,Greene Stadium Inactive
Possession of Marijuana,13-0492,04-11-13/2330,04-11-13/1715,4th & V St. NW Active
Simple Assault,13-0493,04-11-13/0022,04-11-13/2325,"2600 blk Ga. Ave., NW Active"
Sick Transport,13-0494,04-12-13/1015,04-12-13/1021,Meridian Hill Inactive
Sick Transport,13-0495,04-12-13/1120,04-12-13/1100,Student Health Inactive
Sick Person,13-0503,04-13-13/1208,04-13-13/1208,Plaza Towers,Inactive
Sick Transport,13-0504,04-13-13/1530,04-15-13/1350,Biology Building,Inactive
Recov. Property,13-0505,04-13-13/2140,04-13-13/2130,Service Center,Inactive
Barring Notice,13-0506,04-13-13/2318,04-13-13/2201,Stokes Court,Active
Damaged Property,13-0500,04-14-13/0150,04-14-13/0039,Plaza Towers,Inactive
Alarm Activation,13-0501,04-14-13/0839,04-14-13/0839,Blackburn Center,Inactive
Sexual Abuse,13-0502,04-14-13/1150,04-14-13/0950,Off Campus,Inactive
Sick Person,13-0503,04-15-13/1208,04-13-13/1208,Plaza Towers,Inactive
Sick Transport,13-0504,04-15-13/1530,04-15-13/1350,Biology Building,Inactive
Recov. Property,13-0505,04-15-13/2140,04-13-13/2130,Service Center,Inactive
Barring Notice,13-0506,04-15-13/2318,04-13-13/2201,Stokes Court,Active
Simple Assault,13-0507,04-16-13/1530,04-16-13/1530,Stokes Library,Active
Found Property,13-0508,04-16-13/0705,04-16-13/0650,Main Yard,Inactive
False Fire Alarm,13-0509,04-16-13/1500,04-16-13/1449,Meridian Hill,Inactive
Lost Property,13-0510,04-16-13/1543,04-16-13/1310,Quadrangle Hall,Inactive
Hazard Elevator,13-0511,04-16-13/1945,04-16-13/1845,Plaza Towers,Inactive
Sick Person,13-0512,04-17-13/0800,04-17-13/0800,C.B. Powell Bldg,Inactive
Theft II,13-0513,04-17-13/0800,04-17-13/0800,Plaza Towers,Active
Sick Person,13-0514,04-17-13/0800,04-17-13/0800,Blackburn Center,Inactive
Lost Property,13-0515,04-17-13/0800,04-17-13/0800,Slowe Hall,Inactive
POCA,13-0516,04-17-13/0800,04-17-13/0800,Founder's (rear),Active
Suspicious Odor,13-0517,04-17-13/0800,04-17-13/0800,Drew Hall,Inactive
False Fire Alarm,13-0518,04-18-13/0800,04-18-13/0800,Meridian Hill,Inactive
Lost Property,13-0519,04-18-13/0800,04-18-13/0800,Admin. Bldg.,Inactive
Sick Person,13-0520,04-18-13/0800,04-18-13/0800,Service Center,Inactive
Poss. Of Marijuana,13-0521,04-18-13/0800,04-18-13/0800,M St. NW,Active
Recov. Property.,13-0522,04-18-13/0800,04-18-13/0800,Unknown,Inactive
Student Misconduct,13-0523,04-18-13/0800,04-18-13/0800,Drew Hall,Inactive
Lost Property,13-0524,04-18-13/0800,04-18-13/0800,Drew Hall,Inactive
Fire Alarm,13-0525,04-19-13/0600,04-19-13/0115,Plaza Towers,Inactive
False Fire Alarm,13-0526,04-19-13/0730,04-19-13/0700,Slowe Hall,Inactive
Miscellaneous,13-0527,04-19-13/1150,04-19-13/0915,Engineering Bldg`,Inactive
Sick Transport,13-0528,04-19-13/1336,04-19-13/1046,Student Health,Inactive
Damaged Property,13-0529,04-20-13/0957,04-20-13/0900,Plaza Towers,Inactive
Sick Transport,13-0530,04-19-13/1330,04-19-13/1248,Admin. Bldg.,Inactive
Unlawful Entry,13-0531,04-19-13/1330,04-19-13/1248,Admin. Bldg.,Active
Vehicle Accident,13-0532,04-19-13/0800,04-19-13/0800,200 blk of Elm St. NW,Inactive
Suspicious Odor,13-0533,04-19-13/144-,04-19-13/1400,Blackburn Center,Inactive
Hit & run,13-0534,04-19-13/1850,04-16-13/1515,Childers Lot,Inactive
Miscellaneous,13-0535,04-19-13/1922,04-15-13/2100,1929 1st. NW,Inactive
Vehicle Accident,13-0536,04-17-13/2320,04-17-13/2320,200 blk of Elm St. NW,Inactive
Theft from Auto,13-0547,04-19-13/2230,04-19-13/2230,School of Business,Active
Vehicle Accident,13-0551,04-19-13/1719,04-19-13/1719,2800 Georgia Ave,Active
Sick Person,13-0537,04-20-13/1245,04-20-13/1203,Plaza Towers,Inactive
Sick Person,13-0538,04-20-13/1340,04-20-13/1340,Blackburn Center,Inactive
Damaged Property,13-0539,04-20-13/1723,04-20-13/0815,Cramton Aud.,Inactive
Student Misconduct,13-0540,04-20-13/1700,04-20-13/1700,Slowe Hall,Inactive
Sick Person,13-0548,04-20-13/0630,04-20-13/0441,Plaza Towers,Inactive
Sexual Assault,13- 054  1,04-  2  1-  1  3/  1120,04  -  21  -  13/  1  120,36  2128t hSt  . NE,Act i  v  e
Vehicle Accident,13-0542,04-21-13/1410,04-21-13/1410,1500 blk Euclid St,Active
Suspicious Odor,13-0543,04-21-13/0850,04-21-13/1740,Drew Hall,Inactive
Alarm Activation,13-0544,04-21-13/0930,04-21-13/1815,Cook Hall,Inactive
Suspicious Odor,13-0549,04-21-13/2150,04-21-13/2150,Meridian Hill,Inactive
Damaged Property,13-0545,04-22-13/0800,04-22-13/0800,Barry Pl. NW,Inactive
Fire Alarm Activation,13-0546,04-22-13/0124,04-22-13/0124,Meridian Hill,Inactive
Lost Property,13-0552,04-22-13/0800,04-22-13/0800,Main Yard,Inactive
Destruction of Property,13-0553,04-22-13/0800,04-22-13/1500,Founders Library,Active
Student Misconduct,13-0554,04-22-13/2003,04-22-13/1905,Carver Hall,Inactive
Sick Person,13-0555,04-22-13/0800,04-22-13/0800,Bethune Annex,Inactive
Sick Person,13-0556,04-22-13/0800,04-22-13/0800,Bethune Annex,Inactive
Sick Transport,13-0557,04-23-13/0015,04-23-13/0300,Quadrangle Hall,Inactive
Injured Person,13-0558,04-23-13/0841,04-23-13/0845,Howard Center,Inactive
Sick Transport,13-0559,04-23-13/1555,04-23-13/1535,Student Health,Inactive
Fire Alarm Activation,13-0560,04-24-13/0931,04-24-13/0840,Cook Hall,Inactive
Student Misconduct,13-0561,04-24-13/1230,04-24-13/1145,Howard Center,Inactive
Injured Person,13-0562,04-24-13/1200,04-24-13/0836,West Campus,Inactive
Lost Property,13-0563,04-24-13/1810,04-24-13/1645,Cook Hall,Inactive
Student Misconduct,13-0564,04-25-13/0400,04-25-13/0146,Plaza Tower,Active
Fire Alarm Activation,13-0565,04-25-13/0400,04-25-13/0210,Meridian Hill,Inactive
Aggravated Assault,13-0566,04-25-13/0200,04-25-13/2200,400 blk Elm St.NW,Active
Sick Person,13-0567,04-25-13/1449,04-25-13/1325,Plaza Tower,Inactive
Sick Person,13-0568,04-25-13/0800,04-25-13/0800,Meridian Hill,Inactive
Sick Person,13-0569,04-25-13/1731,04-25-13/1547,Cramton Auditorium,Inactive
Miscellaneous,13-0570,04-25-13/1500,04-25-13/0930,HURB-1,Inactive
Sick Transport,13-0571,04-22-13/0551,04-22-13/0515,Plaza Towers,Active
Arm Robbery,13-0572,04-25-13/0151,04-25-13/0143,UGL  roof top,Active
Possession of Marijuana,13-0573,04-26-13/0325,04-26-13/0320,Architect.& Planning,Active
Miscellaneous,13-0574,04-26-13/0800,04-26-13/0800,Physic Bldg.,Inactive
Sick Transport,13-0575,04-26-13/1035,04-26-13/1000,Student Health Center,Inactive
Miscellaneous,13-0600,04-26-13/1155,04-26-13/1200,Founder Library(rear),Inactive
Fire Alarm Activation,13-0601,04-26-13/0800,04-26-13/0800,Slowe Hall,Inactive
Fire Alarm Activation,13-0602,04-26-13/1930,04-26-13/1800,Slowe Hall,Inactive
Suspicious Odor,13-0603,04-26-13/2235,04-26-13/2140,Carver Hall,Inactive
Robbery Snatch,13-0604,04-26-13/2113,04-26-13/2113,Douglass Hall,Active
Robbery Snatch,13-0605,04-26-13/2344,04-26-13/2330,Quadrangle Hall,Active
Missing Person,13-0606,04-27-13/0800,04-27-13/0800,Drew Hall,Active
Fire Alarm Activation,13-0607,04-27-13/0800,04-27-13/0800,Engineering Bldg,Inactive
Founder Property,13-0608,04-27-13/0800,04-27-13/0800,Main Gate,Inactive
Fire Alarm Activation,13-0609,04-27-13/1945,04-27-13/1917,Plaza Towers,Inactive
Fire Alarm Activation,13-0610,04-28-13/0940,04-28-13/0920,Meridian Hill,Inactive
Miscellaneous,13-0611,04-28-13/0800,04-28-13/0800,770 Gresham Pl. NW,Inactive
Unlawful Entry,13-0614,04-28-13/0800,04-28-13/0800,Meridian Hill,Active
Fire Alarm Activation,13-0615,04-28-13/0150,04-28-13/0150,Meridian Hill,Inactive
Unlawful Entry,13-0616,04-28-13/0800,04-28-13/0800,Howard Manor,Active
Sick Transport,13-0617,04-29-13/1800,04-29-13/1450,Plaza Towers,Inactive
Alarm Activation,13-0618,04-29-13/1845,04-29-13/1830,Cook Hall,Inactive
Alarm Activation,13-0619,04-29-13/1840,04-29-13/1840,Meridian Hill,Inactive
student Misconduct,13-0620,04-29-13/2150,04-29-13/2140,Stokes Library,Inactive
Disorderly Conduct,13-0621,04-30-13/1332,04-29-13/1130,Dental School,Inactive
Sick Person,13-0622,04-30-13/1727,04-30-13/1715,C. B. Powell Bldg.,Inactive
Student Misconduct,13-0623,04-30-13/1745,04-30-13/1825,Bethune Annex,Inactive
Simple Assault,13-0624,04-30-13/1950,04-30-13/1658,300 blk U St. NW,Active
Fire Alarm Activation,13-0625,04-30-13/2125,04-30-13/1920,Slowe Hall,Inactive
Student Misconduct,13-0626,04-30-13/2350,04-30-13/2340,Plaza Towers,Inactive
Hazard Elevator,13-0627,04-30-13/0051,04-30-13/0051,Meridian Hill,Inactive
Vehicle Accident,13-0628,05-01-13/1104,05-01-13/1104,Plaza Lot,Active
Injured Person,13-0629,05-01-13/1430,05-01-13/1056,4th College St.NW,Inactive
Sick Transport,13-0630,05-01-13/1600,05-01-13/1440,6th Bryant St. NW,Inactive
Theft I,13-0631,05-01-13/0800,05-01-13/0800,Dental School,Active
Miscellaneous,13-0632,05-01-13/1710,05-01-13/1611,Middle School,Inactive
Student Misconduct,13-0633,05-01-13/1940,05-01-13/1800,Meridian Hill,Inactive
Hazardous Elevator,13-0634,05-01-13/2138,05-01-13/2024,I-LAB,Inactive
Lost Property,13-0635,05-01-13/2224,05-01-13/2205,Drew Hall,Inactive
Alarm Activation,13-0636,05-01-13/1100,05-01-13/1015,Cook Hall,Inactive
Damaged Property,13-0637,05-01-13/2313,05-01-13/2200,School of Business,Inactive
Student Misconduct,13-0638,05-02-13/0400,05-02-13/0135,Plaza Towers,Inactive
Disorderly,13-0639,05-02-13/0510,05-02-13/0345,Engineering Bldg.,Inactive
Sick Transport,13-0640,05-02-13/0915,05-02-13/2200,Quadrangle Hall,Inactive
Vehicle Accident,13-0641,05-02-13/1140,05-02-13/1147,500 blk Gresham Pl,Active
Injured Person,13-0642,05-02-13/1250,05-02-13/1205,Service Center,Inactive
Miscellaneous,13-0643,05-02-13/2200,04-23-13/1000,2400 blk of 6th St.,Inactive
Lost Property,13-0644,05-02-13/1900,04-27-13/1430,Cook Hall,Inactive
Robbery,13-0645,05-03-13/0053,05-03-13/0050,700 Gresham Pl. NW,Active
Student Misconduct,13-0646,05-03-13/1000,05-03-13/0910,I-Lab,Inactive
Theft,13-0647,05-03-13/1207,05-03-13/1200,Meridian Hill,Active
Lost Property/Theft,13-0648,05-03-13/0800,05-03-13/0800,Quadrangle Hall,Inactive
Sick Transport,13-0649,05-03-13/1631,05-03-13/1525,Student Health Center,Inactive
Injured Person,13-0650,05-03-13/2134,05-03-13/1945,Mental Health clinic,Inactive
Hazardous Elevator,13-0651,05-04-13/0830,05-04-13/0809,Meridian Hill,Inactive
Hazardous Water Leak,13-0652,05-04-13/1125,05-04-13/1130,Founders Library,Inactive
Armed Robbery,13-0653,05-05-13/0012,05-05-13/0013,"511 Gresham Pl, Nw",Active
Destruction of Property,13-0654,05-05-13/0809,05-05-13/0755,Meridian Hill,Active
Theft II,13-0655,05-05-13/1439,05-05-13/0130,Drew Hall,Active
Fire Alarm Activation,13-0656,05-05-13/1950,05-05-13/1801,Meridian Hill,Inactive
Found Property,13-0657,05-06-13/0039,05-06-13/0030,Main Gate,Inactive
Alarm Activation,13-0658,05-06-13/0306,05-06-13/0408,Meridian Hill,Inactive
Vehicle Accident,13-0659,05-06-13/1220,05-06-13/1220,600 blk Harvard St,Active
Miscellaneous,13-0660,05-06-13/1601,05-06-13/1430,530 College St. NW,Inactive
False Fire Alarm,13-0661,05-06-13/1619,05-06-13/0800,East Campus,Inactive
Armed Robbery,13-0662,05-06-13/0800,05-05-13/2300,"525 College St., NW",Active
NO report taken,13-0663,05-06-13/0800,05-06-13/0800,C. B. Powell Bldg.,Inactive
Lost Property,13-0664,05-06-13/0800,05-06-13/0800,Slowe Hall,Inactive
Burglary II,13- 0665,05-07-13/0007,05-07-13/0900,Quadrangle Hall,Active
Hazardous Elevator,13- 0666,05-07-13/1109,05-07-13/1109,I-Lab,Inactive
Alarm Activation,13- 0667,05-07-13/1352,05-07-13/1352,HURB-1,Inactive
Damaged Property,13- 0668,05-07-13/1600,05-07-13/1400,Howard Center,Inactive
Lost Property,13- 0669,05-07-13/1613,05-07-13/1613,Service Center,Inactive
Theft II,13-0670,05-08-13/2235,05-08-13/2130,Drew Hall,Active
Miscellaneous,13-0671,05-08-13/1140,05-08-13/0950,Service Center,Inactive
Lost Property,13-0672,05-08-13/0800,05-08-13/0802,Meridian Hill,Inactive
Panhandling,13-0673,05-08-13/1800,05-08-13/1755,Sub-Way Shop,Inactive
Miscellaneous,13-0674,05-08-13/2153,05-08-13/2027,Middle School,Inactive
Alarm Activation,13-0675,05-08-13/2315,05-08-13/2315,Meridian Hill,Inactive
Miscellaneous,13-0676,05-09-13/1100,05-09-13/0816,Plaza Towers,Inactive
Theft II,13-0677,05-09-13/1600,05-08-13/0900,Social Work,Active
Lost Property,13-0678,05-09-13/1822,05-09-13/1822,Unknown,Inactive
Lost Property,13-0679,05-09-13/2030,05-09-13/1900,Plaza Towers,Inactive
Simple Assault,13-0680,05-10-13/0236,05-10-13/0236,135 Adam St. NW,Inactive
Fire Alarm,13-0681,05-10-13/0705,05-10-13/0700,Blackburn Center,Inactive
Theft II,13-0682,05-10-13/1551,05-10-13/1521,Slowe Hall,Active
Vehicle Accident,13-0683,05-10-13/1546,05-10-13/1546,Ga. Ave. & Girard St.,Inactive
Vehicle Accident,13-0684,05-10-13/1727,05-10-13/1727,6th St.NW,Inactive
Injured Person,13-0685,05-10-13/2230,05-10-13/1930,601 Howard Pl. NW,Inactive
Alarm Activation,13-0686,05-10-13/1927,05-10-13/1745,Plaza Towers,Inactive
Miscellaneous,13-0687,05-10-13/1906,05-10-13/1840,100 blk of Michigan Ave. N,Inactive
Sick Transport,13-0688,05-10-13/2315,05-10-13/2025,Mays Hall,Inactive
Lost Property,13-0689,05-11-13/0010,05-11-13/2315,Plaza Towers,Inactive
Hazardous Elevator,13-0690,05-11-13/0150,05-11-13/0115,Plaza Towers,Inactive
Fire Alarm Activation,13-0691,05-11-13/0030,05-11-13/030,East Campus,Inactive
Armed Robbery,13-0692,05-11-13/0606,05-11-13/0230,8th & Barry Pl. NW,Active
Theft II,13-0693,05-11-13/1100,05-11-13/1000,Slowe Hall Active
Theft II,13-0694,05-11-13/1355,05-11-13/1200,Slowe Hall Active
Hazardous Elevator,13-0695,05-11-13/1730,05-11-13/1421,Drew Hall Inactive
Hazardous Elevator,13-0696,05-11-13/1800,05-11-13/1650,Quadrangle Hall Inactive
Hazardous Elevator,13-0697,05-11-13/2015,05-11-13/1920,Plaza Towers Inactive
